title,abstract,publisher,citations,year
Incorporating parameter uncertainty into prediction intervals for spatial data modeled via a parametric variogram,"In spatial predictions, researchers usually treat the estimated theoretical variogram parameters as known without error and ignore the variability of the parameter estimators. Although the prediction is still unbiased, the prediction error is usually underestimated. Therefore, the coverage probability of the prediction interval usually is lower than the nominal probability. A simulation study is performed to show how the coverage probability for prediction relates to the true range and, sill of an exponential variogram. This article proposes two parametric bootstrap methods to incorporate the variability of the corresponding parameter estimators. A simulation study is performed to evaluate the coverage probability of these proposed methods. Finally, we apply the parametric bootstrap methods to a real dataset and compare the results with those from naive (i.e., treating estimated parameters as known) and Bayesian methods.",JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,15,2003
GENERALIZED EFRON'S BIASED COIN DESIGN AND ITS THEORETICAL PROPERTIES,"In clinical trials with two treatment arms, Efron's biased coin design, Efron (1971), sequentially assigns a patient to the underrepresented arm with probability p > 1/2. Under this design the proportion of patients in any arm converges to 1/2, and the convergence rate is n(-1), as opposed to n(-1/2) under some other popular designs. The generalization of Efron's design to K >= 2 arms and an unequal target allocation ratio (q(1), ..., q(K)) can be found in some papers, most of which determine the allocation probabilities ps in a heuristic way. Nonetheless, it has been noted that by using inappropriate ps, the proportion of patients in the K arms never converges to the target ratio. We develop a general theory to answer the question of what allocation probabilities ensure that the realized proportions under a generalized design still converge to the target ratio (q(1), ..., q(K)) with rate n(-1).",JOURNAL OF APPLIED PROBABILITY,2,2016
DOMAINS OF ATTRACTION FOR POSITIVE AND DISCRETE TEMPERED STABLE DISTRIBUTIONS,"We introduce a large and flexible class of discrete tempered stable distributions, and analyze the domains of attraction for both this class and the related class of positive tempered stable distributions. Our results suggest that these are natural models for sums of independent and identically distributed random variables with tempered heavy tails, i.e. tails that appear to be heavy up to a point, but ultimately decay faster.",JOURNAL OF APPLIED PROBABILITY,3,2018
On the existence of uni-instantaneous Q-processes with a given finite _-invariant measure,"Let S be a countable set and let Q = (q(ij), i, j is an element of S) be a conservative q-matrix over S with a single instantaneous state b. Suppose that we are given a real number mu >= 0 and a strictly positive probability measure m = (m(j), j is an element of S) such that Sigma(i is an element of S) m(i)q(ij) = -mu m(j), j 0 b. We prove that there exists a Q-process P(t) = (p(ij) (t), i, j E S) for which m is a mu-invariant measure, that is Sigma(i is an element of s) m(i)p(ij)(t) = e(-mu t)m(j), j is an element of S. We illustrate our results with reference to the Kolmogorov 'K 1' chain and a birth-death process with catastrophes and instantaneous resurrection.",JOURNAL OF APPLIED PROBABILITY,0,2005
Extremal problems for regenerative phenomena,"This paper explores the possibility of a calculus of variations powerful enough to prove inequalities for the p-functions of regenerative phenomena such as that conjectured by Davidson and proved by Dai. It is shown that this is unlikely to be achieved by compactifying the space of standard p-functions, and a more promising approach is that of working in a compact subspace. The analysis leads to a class of candidate p-functions which contains all the maxima of general functionals.",JOURNAL OF APPLIED PROBABILITY,1,2004
On the probability of rumour survival among sceptics,"We study a sceptical rumour model on the non-negative integer line. The model starts with two spreaders at sites 0, 1 and sceptical ignorants at all other natural numbers. Then each sceptic transmits the rumour, independently, to the individuals within a random distance on its right after s/he receives the rumour from at least two different sources. We say that the process survives if the size of the set of vertices which heard the rumour in this fashion is infinite. We calculate the probability of survival exactly, and obtain some bounds for the tail distribution of the final range of the rumour among sceptics. We also prove that the rumour dies out among non-sceptics and sceptics, under the same condition.",JOURNAL OF APPLIED PROBABILITY,1,2023
Critical growth of a semi-linear process,"This paper is motivated by the modelling of leaching of bacteria through soil. A semi-linear process X-t(-) maybe used to describe the soil-drying process between rain showers. This is a backward recurrence time process that corresponds to the renewal process of instances of rain. If a bacterium moves according to another process h, then the fact that h(t) stays above X-t(-) means that the bacterium never hits a dry patch of soil and so survives. We describe a critical behaviour of It that separates the cases when survival is possible with a positive probability from the cases when this probability vanishes. An explicit formula for the survival probability is obtained in case h is linear and rain showers follow a Poisson process.",JOURNAL OF APPLIED PROBABILITY,0,2004
A matrix-analytic approach to the N-player ruin problem,"Consider N players, respectively owning x(1), x(2),..., x(N) monetary units, who play a sequence of games, winning from and losing to each other integer amounts according to fixed rules. The sequence stops as soon as (at least) one player is ruined. We are interested in the ruin process of these N players, i.e. in the probability that a given player is ruined first, and also in the expected ruin time. This problem is called the N-player ruin problem. In this paper, the problem is set up as a multivariate absorbing Markov chain with an absorbing state corresponding to the ruin of each player. This is then discussed in the context of phase-type distributions where each phase is represented by a vector of size N and the distribution has as many absorbing points as there are ruin events. We use this modified phase-type distribution to obtain an explicit solution to the N-player problem. We define a partition of the set of transient states into different levels, and on it give an extension of the folding algorithm (see Ye and Li (1994)). This provides an efficient computational procedure for calculating some of the key measures.",JOURNAL OF APPLIED PROBABILITY,7,2006
ON THE NUMBER OF TURNS IN REDUCED RANDOM LATTICE PATHS,"We consider the tree-reduced path of a symmetric random walk on Z(d). It is interesting to ask about the number of turns T-n in the reduced path after n steps. This question arises from inverting the signatures of lattice paths: T-n gives an upper bound of the number of terms in the signature needed to reconstruct a 'random' lattice path with n steps. We show that, when n is large, the mean and variance of T-n in the asymptotic expansion have the same order as n, while the lower-order terms are O(1). We also obtain limit theorems for T-n, including the large deviations principle, central limit theorem, and invariance principle. Similar techniques apply to other finite patterns in a lattice path.",JOURNAL OF APPLIED PROBABILITY,0,2013
What is known about Robbins' problem?,"Let X-1, X-2,..., X-n be independent, identically distributed random variables, uniform on [0, 1]. We observe the X-k sequentially and must stop on exactly one of them. No recollection of the preceding observations is permitted. What stopping rule tau minimizes the expected rank of the selected observation? This full-information expected-rank problem is known as Robbins' problem. The general solution is still unknown, and only some bounds are known for the limiting value as n tends to infinity. After a short discussion of the history and background of this problem, we summarize what is known. We then try to present, in an easily accessible form, what the author believes should be seen as the essence of the more difficult remaining questions. The aim of this article is to evoke interest in this problem and so, simply by viewing it from what are possibly new angles, to increase the probability that a reader may see what seems to evade probabilistic intuition.",JOURNAL OF APPLIED PROBABILITY,10,2005
THE MAXIMUM OF A SYMMETRIC NEXT NEIGHBOR WALK ON THE NONNEGATIVE INTEGERS,"We consider a one-dimensional discrete symmetric random walk with a reflecting boundary at the origin. Generating functions are found for the two-dimensional probability distribution P{S-n = x, max(1 <= j <= n) S-n = a} of being at position x after n steps, while the maximal location that the walker has achieved during these n steps is a. We also obtain the familiar (marginal) one-dimensional distribution for Si, = x, but more importantly that for max(1 <= j <= n) S-j = a asymptotically at fixed a(2)/n. We are able to compute and compare the expectations and variances of the two one-dimensional distributions, finding that they have qualitatively similar forms, but differ quantitatively in the anticipated fashion.",JOURNAL OF APPLIED PROBABILITY,1,2014
Complexity in applying spatial analysis to describe heterogeneous air-trapping in thoracic imaging data,"In this paper we consider a novel approach to analyzing medical images by applying a concept typically employed in geospatial studies. For certain diseases, such as asthma, there is a relevant distinction between the heterogeneity of constriction in airways for patients compared to healthy individuals. In order to describe such heterogeneities quantitatively, we utilize spatial correlation in the realm of lung computer tomography (CT). Specifically, we apply the approximate profile-likelihood estimator (APLE) to simulated lung air-trapping data selected based on potential interest to pulmonologists, and we explore reference values obtainable through this statistic. Results indicate that APLE values are independent of air-trapping values, and can provide useful insight into spatial patterns of these values within the lungs in situations where other common metrics, such as the coefficient of variation, reveal little. The APLE relies on a neighborhood weights matrix to define spatial relatedness of considered regions, and among a few weight structures explored, a working optimal choice seems to be one based on the inverse distance squared between regions of interest. The application yields a new method to help analyze the degree of heterogeneity in lung CT images, which can be generalized to other medical images as well.",JOURNAL OF APPLIED STATISTICS,34,2017
Testing the homogeneity of proportions for clustered binary data without knowing the correlation structure,A robust generalized score test for comparing groups of cluster binary data is proposed. This novel test is asymptotically valid for practically any underlying correlation configurations including the situation when correlation coefficients vary within or between clusters. This structure generally undermines the validity of the typical large sample properties of the method of maximum likelihood. Simulations and real data analysis are used to demonstrate the merit of this parametric robust method. Results show that our test is superior to two recently proposed test statistics advocated by other researchers.,JOURNAL OF APPLIED STATISTICS,13,2015
A cusum procedure to detect deviations from uniformity in angular data,We propose a sequential cumulative sum procedure to detect deviations from uniformity in angular data. The method is motivated by a problem in high-energy astrophysics and is illustrated by an application to data.,JOURNAL OF APPLIED STATISTICS,8,2012
Robust designs for diallel crosses against the missing of one block,"Dey & Midha (1996) showed that some of the complete diallel crosses plans, obtained by using triangular partially balanced designs with two associate classes, are optimal. In this investigation, it is derived that these optimal designs for diallel crosses are robust also against the unavailability of one block.",JOURNAL OF APPLIED STATISTICS,2,2000
Bayesian approaches to variable selection in mixture models with application to disease clustering,"In biomedical research, cluster analysis is often performed to identify patient subgroups based on patients' characteristics or traits. In the model-based clustering for identifying patient subgroups, mixture models have played a fundamental role in modeling. While there is an increasing interest in using mixture modeling for identifying patient subgroups, little work has been done in selecting the predictors that are associated with the class assignment. In this study, we develop and compare two approaches to perform variable selection in the context of a mixture model to identify important predictors that are associated with the class assignment. These two approaches are the one-step approach and the stepwise approach. The former refers to an approach in which clustering and variable selection are performed simultaneously in one overall model, whereas the latter refers to an approach in which clustering and variable selection are performed in two sequential steps. We considered both shrinkage prior and spike-and-slab prior to select the importance of variables. Markov chain Monte Carlo algorithms are developed to estimate the posterior distribution of the model parameters. Practical applications and simulation studies are carried out to evaluate the clustering and variable selection performance of the proposed models.",JOURNAL OF APPLIED STATISTICS,60,2021
Estimation of association parameters in copula models for bivariate left-truncated and right-censored data,"We investigate the problem of estimating the association between two related survival variables when they follow a copula model and bivariate left-truncated and right-censored data are available. By expressing truncation probability as the functional of marginal survival functions, we propose a two-stage estimation procedure for estimating the parameters of Archimedean copulas. The asymptotic properties of the proposed estimators are established. Simulation studies are conducted to investigate the finite sample properties of the proposed estimators. The proposed method is applied to a bivariate RNA data.",JOURNAL OF APPLIED STATISTICS,34,2016
A family of bimodal distributions generated by distributions with positive support,"Bimodal data sets are very common in different areas of knowledge. The crude birth rates data, fish length data, egg diameter data, the eruption and interruption times of the Old Faithful geyser, are examples of this type of data. In this paper, a new class of symmetric density functions for modeling bimodal data as described above are presented. From density functions with support on [0,+infinity), the symmetry is getting by reflecting the density function in the negative semi-axis with their respective normalization. In this way, if the primitive density function is unimodal, then the resulting density will be bimodal. We introduce asymmetry parameters and study their behavior, in particular the values of their modes and some other statistical values of interest. The cases for densities generated by Gamma, Weibull, Log-normal, and Birnbaum-Saunders densities, among others are studied. Statistical inference is performed from a classical perspective. A small simulation study to evaluate the benefits and limitations of the new proposal. In addition, an application to a data set related to the fetal weight in grams obtained through ultrasound in a sample of 500 units is also presented; the results show the great usefulness of the model in practical situations.",JOURNAL OF APPLIED STATISTICS,25,2021
Measures of fit in principal component and canonical variate analyses,"Treating principal component analysis (PCA) and canonical variate analysis (CVA) as methods for approximating tables, we develop measures, collectively termed predictivity, that assess the quality of fit independently for each variable and for all dimensionalities. We illustrate their use with data from aircraft development, the African timber industry and copper froth measurements from the mining industry. Similar measures are described for assessing the predictivity associated with the individual samples (in the case of PCA and CVA) or group means (in the case of CVA). For these measures to be meaningful, certain essential orthogonality conditions must hold that are shown to be satisfied by predictivity.",JOURNAL OF APPLIED STATISTICS,15,2008
Evaluation of robust outlier detection methods for zero-inflated complex data,"Outlier detection can be seen as a pre-processing step for locating data points in a data sample, which do not conform to the majority of observations. Various techniques and methods for outlier detection can be found in the literature dealing with different types of data. However, many data sets are inflated by true zeros and, in addition, some components/variables might be of compositional nature. Important examples of such data sets are the Structural Earnings Survey, the Structural Business Statistics, the European Statistics on Income and Living Conditions, tax data or - as in this contribution - household expenditure data which are used, for example, to estimate the Purchase Power Parity of a country. In this work, robust univariate and multivariate outlier detection methods are compared by a complex simulation study that considers various challenges included in data sets, namely structural (true) zeros, missing values, and compositional variables. These circumstances make it difficult or impossible to flag true outliers and influential observations by well-known outlier detection methods. Our aim is to assess the performance of outlier detection methods in terms of their effectiveness to identify outliers when applied to challenging data sets such as the household expenditures data surveyed all over the world. Moreover, different methods are evaluated through a close-to-reality simulation study. Differences in performance of univariate and multivariate robust techniques for outlier detection and their shortcomings are reported. We found that robust multivariate methods outperform robust univariate methods. The best performing methods in finding the outliers and in providing a low false discovery rate were found to be the generalized S estimators (GSE), the BACON-EEM algorithm and a compositional method (CoDa-Cov). In addition, these methods performed also best when the outliers are imputed based on the corresponding outlier detection method and indicators are estimated from the data sets.",JOURNAL OF APPLIED STATISTICS,9,2019
Statistical inference concerning weighted Poisson rates under some natural order restrictions,"A conditional Poisson model is proposed for situations where one wants to compare the rate parameters for several populations, adjusting for a 'size' parameter and the random effects of the subjects. Sometimes the physical nature of the problem makes it logical to consider some order restrictions on the rate parameters. The rate parameters are estimated and tested for under such order restrictions. This investigation is motivated by a real-life example on butterfly behavior, and the estimation and tests of hypotheses are illustrated over this data set.",JOURNAL OF APPLIED STATISTICS,1,1996
STRATEGIES FOR IDENTIFYING PREDICTIVE BIOMARKERS AND SUBGROUPS WITH ENHANCED TREATMENT EFFECT IN CLINICAL TRIALS USING SIDES,Several approaches to identification of predictive biomarkers and subgroups of patients with enhanced treatment effect have been proposed in the literature. The SIDES method introduced in Lipkovich et al. (2011) adopts a recursive partitioning algorithm for screening treatment-by-biomarker interactions. This article introduces an improved biomarker discovery/subgroup search method (SIDEScreen). The SIDEScreen method relies on a two-stage procedure that first selects a small number of biomarkers with the highest predictive ability based on an appropriate variable importance score and then identifies subgroups with enhanced treatment effect based on the selected biomarkers. The two-stage approach helps increase the signal-to-noise ratio by screening out noninformative biomarkers. We evaluate operating characteristics of the standard SIDES method and two SIDEScreen procedures based on fixed and adaptive screens. Our main finding is that the adaptive SIDEScreen method is a more flexible biomarker discovery tool than SIDES and it better handles multiplicity in complex subgroup search problems. The methods presented in the article are illustrated using a clinical trial example.,JOURNAL OF BIOPHARMACEUTICAL STATISTICS,54,2014
Estimation of the probability of passing the USP dissolution test,"To ensure that a drug product will meet standards for identity, strength and stability as specified in the United States Pharmacopedia and National Formulary (USP/NF), it needs to pass a number of tests such as the content uniformity test and dissolution test at various stages of the manufacturing process. The sponsors usually have in-house specification limits based on some lower bounds of the probabilities of passing USP/NF tests to make sure that there is a high probability of passing the tests. Several probability lower bounds for dissolution test have been provided in the literature. In this paper, a method of calculating the probabilities of passing the dissolution tests is proposed. For the population mean and variance in some specified range, the probability derived from the methodology is very close to the exact probability. Therefore, the proposed method can provide an easy and accurate way to calculate the probability.",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,6,2007
Interim analysis of binary outcome data in clinical trials: a comparison of five estimators,"In clinical trials, where the outcome of interest is the occurrence of an event over a fixed time period, estimation of the event proportion at interim analysis can form a basis for decision-making such as early trial termination, sample size re-estimation, and/or dropping inferior treatment arms. In addition to derivation of mean squared error under an exponential time-to-event distribution, we performed a simulation study to examine the performance of five estimators of the event proportion when time to the event is assessable. The simulation results showed advantages of the Kaplan-Meier estimator over others in terms of robustness, and the bias and variability of the event proportion estimate. An example was given to illustrate how the estimators affect dropping treatment arms in a multi-arm multi-stage adaptive trial. We recommended the use of the Kaplan-Meier estimator and discourage the use of other estimators that discard the inherent time-to-event information.",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,0,2019
A Bayesian group sequential design for randomized biosimilar clinical trials with adaptive information borrowing from historical data,"At the time of developing a biosimilar, the reference product has been on market for years and thus ample data are available on its efficacy and characteristics. We develop a Bayesian adaptive design for randomized biosimilar clinical trials to leverage the rich historical data on the reference product. This design takes a group sequential approach. At each interim, we employ the elastic meta-analytic-predictive (EMAP) prior methodology to adaptively borrow information from the historical data of the reference product to make go/no-go decision based on Bayesian posterior probabilities. In addition, the randomization ratio between the test and reference arms is adaptively adjusted at the interim with the goal to balance the sample size of the two arms at the end of trials. Simulation study shows that the proposed Bayesian adaptive design can substantially reduce the sample size of the reference arm, while achieving comparable power as the traditional randomized clinical trials that ignore the historical data. We apply our design to a biosimilar trial for treating breast cancer patients.",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,2,2022
ALTERNATIVE VIEWS ON SETTING CLINICAL TRIAL FUTILITY CRITERIA,"A feature increasingly utilized in clinical trial practice is to allow a study to stop early when it seems unlikely to achieve its primary efficacy objectives. This is commonly referred to as stopping for futility, and can be motivated by ethical and financial considerations. A number of methods for addressing futility have been described in the literature, including rules based upon conditional power, predictive probability, beta spending functions, and others. We consider futility stopping from the point of view of quantifying and providing an objective sensible balance between risks of incorrect decisions (e.g., stopping trials which should continue, and continuing trials which should stop), and discuss how specific considerations within a trial can lead to choice of a sensible scheme. This approach is not specific to any particular scales in the literature such as those just mentioned, and we describe interrelationships among criteria expressed on different scales. As futility may be evaluated multiple times in a long-term trial and the amount of information available at scheduled interim analyses may be difficult to predict in advance, we present a specific optimality criterion and discuss which of the familiar scales tend to produce schemes simple to describe and implement, and with better behavior across different timepoints at which futility might be evaluated.",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,25,2014
Practical Bayesian design and analysis for drug and device clinical trials,"Perhaps the most valuable contribution of Bayesian methods to health care evaluation involves study design. Drug and medical device clinical trialists are increasingly confronted with data that feature complex correlation structures, and are costly and difficult to obtain. In such settings, Bayesian trial designs are attractive since they can incorporate historical data or information from published literature, thus saving time and expense and minimizing the number of subjects exposed to an inferior treatment. Bayesian designs can also adapt to unexpected changes in the protocol, and allow the investigator to explore the plausibility of various outcome scenarios before any patients are enrolled in the trial. Recently, the FDA Center for Devices has encouraged hierarchical Bayesian statistical approaches which allow for the incorporation of such valuable historical data into the design and analysis of new device trials. The practical application of these methods has only become feasible in the last decade due to advances in computing via Markov chain Monte Carlo (MCMC) methods, especially as implemented in the popular BUGS software package. In this paper we illustrate Bayesian analysis and sample size calculations using BRugs, a function for calling BUGS from R. We provide illustrations in two applied settings where incorporation of available historical information is crucial, one concerning an AIDS drug trial and the other a comparison of left ventricular assist devices (LVADs).",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,44,2008
Innovative approaches for designing and analyzing adaptive dose-ranging trials,"Inadequate selection of the dose to bring forward in confirmatory trials has been identified as one of the key drivers of the decreasing success rates observed in drug development programs across the pharmaceutical industry. In recognition of this problem, the Pharmaceutical Research and Manufacturers of America (PhRMA), formed a working group to evaluate and develop alternative approaches to dose finding, including adaptive dose- ranging designs. This paper summarizes the work of the group, including the results and conclusions of a comprehensive simulation study, and puts forward recommendations on how to improve dose ranging in clinical development, including, but not limited to, the use of adaptive dose- ranging methods.",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,128,2007
A Decision Algorithm for Translating Preclinical Trial Results to Enhance Recovery After Stroke,"A decision algorithm was required to evaluate the first half of a cooperative agreement for preclinical trials to optimize medical device parameters to enhance stroke recovery. Continued funding was contingent upon the midpoint evaluation, called the milestone decision. We developed an algorithm, which summarized our rodent and primate model results. Primary outcomes weighed more heavily than secondary outcomes, and the primate model more heavily than rodent models. By controlling the type I error for this milestone decision, the probability of correctly discontinuing the study if treatment was not beneficial was high (0.84). Similar algorithms may be adapted for other milestone-driven projects.",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,2,2009
Inference for clinical trials with some protocol amendments,"The use of adaptive methods in clinical development has become very popular in recent years due to its flexibility in modifying trial procedures and/or statistical procedures of on-going clinical trials. Modifications to trial procedures are usually documented by protocol amendments. However, the actual patient population after protocol amendments could deviate from the originally targeted patient population. In addition, protocol amendments made based on accrued data of the on-going trial may distort the sampling distribution of the statistic designed for the case of no protocol change. In this article, we model the population deviations due to protocol amendments using some covariates and study how to develop a valid statistical inference procedure. An example concerning an asthma trial is presented for illustration.",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,20,2005
Logistic Regression Likelihood Ratio Test Analysis for Detecting Signals of Adverse Events in Post-market Safety Surveillance,"The Vaccine Adverse Event Reporting System (VAERS) and other product surveillance systems compile reports of product-associated adverse events (AEs), and these reports may include a wide range of information including age, gender, and concomitant vaccines. Controlling for possible confounding variables such as these is an important task when utilizing surveillance systems to monitor post-market product safety. A common method for handling possible confounders is to compare observed product-AE combinations with adjusted baseline frequencies where the adjustments are made by stratifying on observable characteristics. Though approaches such as these have proven to be useful, in this article we propose a more flexible logistic regression approach which allows for covariates of all types rather than relying solely on stratification. Indeed, a main advantage of our approach is that the general regression framework provides flexibility to incorporate additional information such as demographic factors and concomitant vaccines. As part of our covariate-adjusted method, we outline a procedure for signal detection that accounts for multiple comparisons and controls the overall Type 1 error rate. To demonstrate the effectiveness of our approach, we illustrate our method with an example involving febrile convulsion, and we further evaluate its performance in a series of simulation studies.",JOURNAL OF BIOPHARMACEUTICAL STATISTICS,6,2017
Inference in High-Dimensional Panel Models With an Application to Gun Control,"We consider estimation and inference in panel data models with additive unobserved individual specific heterogeneity in a high-dimensional setting. The setting allows the number of time-varying regressors to be larger than the sample size. To make informative estimation and inference feasible, we require that the overall contribution of the time-varying variables after eliminating the individual specific heterogeneity can be captured by a relatively small number of the available variables whose identities are unknown. This restriction allows the problem-of estimation to proceed as a variable selection problem. Importantly, we treat the individual specific heterogeneity as fixed effects which allows this heterogeneity to be related to the observed time-varying variables in an unspecified way and allows that this heterogeneity may differ for all individuals. Within this framework, we provide procedures that give uniformly valid inference over a fixed subset of parameters in the canonical linear fixed effects model and over coefficients on a fixed vector of endogenous variables in panel data instrumental variable models with fixed effects and many instruments. We present simulation results in support of the theoretical developments and illustrate the use of the methods in an application aimed at estimating the effect of gun prevalence on crime rates.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,29,2016
Anatomy of a market failure: NYSE trading suspensions (1974-1988),"A cross-sectional analysis of all trading suspensions that occurred during the period 1974-1988 in the New York Stock Exchange reveals that. though the desire to maintain price continuity remains an important motivation to suspend trade, inventory-imbalance fears are pronounced for large firms. Adverse-selection concerns afflict all news-related suspensions irrespective of firm size. Furthermore, we find substitutability among the various dimensions of liquidity: Although large-cap stocks have lower bid-ask spreads, they halt more often. A time series analysis shows that the resiliency of the exchange-its ability to absorb severe volatility shocks-has improved in this period.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,15,1998
Influence diagnostics in generalized autoregressive conditional heteroscedasticity processes,"Influence diagnostics have become important tools for statistical analysis since the seminal work by Cook. In this article we present a curvature-based directional diagnostic, set up based on the slope-based diagnostic to assess the local influence of minor perturbations on influence graph in a regression model. Using both slope- and curvature-based diagnostics, we examine local influence in the generalized autoregressive conditional heteroscedasticity (LARCH) model under two perturbation schemes that involve model perturbation and data perturbation. We present a Monte Carlo study to obtain the approximate benchmark for determining the significance of a directional diagnostic, as well as the threshold for locating influential observations. An empirical study involving LARCH modeling of the continuously compounded daily return of the New York Stock Exchange composite index illustrates the effectiveness of the proposed diagnostics. The empirical study also shows that the curvature-based diagnostic can find a cluster of additive shocks that cannot be discovered by the slope-based diagnostic. Because observations may have different effects on the influence graph under different perturbation schemes, and both the slope-based and the curvature-based diagnostics are useful for assessing local influence (especially in LARCH models), it is advisable to assess local influence under different perturbation schemes through both diagnostics.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,29,2005
Large Hybrid Time-Varying Parameter VARs,"Time-varying parameter VARs with stochastic volatility are routinely used for structural analysis and forecasting in settings involving a few endogenous variables. Applying these models to high-dimensional datasets has proved to be challenging due to intensive computations and over-parameterization concerns. We develop an efficient Bayesian sparsification method for a class of models we call hybrid TVP-VARs-VARs with time-varying parameters in some equations but constant coefficients in others. Specifically, for each equation, the new method automatically decides whether the VAR coefficients and contemporaneous relations among variables are constant or time-varying. Using U.S. datasets of various dimensions, we find evidence that the parameters in some, but not all, equations are time varying. The large hybrid TVP-VAR also forecasts better than many standard benchmarks. Supplementary materials for this article are available online.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,4,2022
Bayes estimates of Markov trends in possibly cointegrated series: An application to US consumption and income,"Stylized facts show that average growth rates of U.S. per capita consumption and income differ in recession and expansion periods. Because a linear combination of such series does not have to be a constant mean process, standard cointegration analysis between the variables to examine the permanent income hypothesis may not be valid. To model the changing growth rates in both series, we introduce a multivariate Markov trend model that accounts for different growth rates in consumption and income during expansions and recessions and across variables within both regimes. The deviations from the multivariate Markov trend are modeled by a vector autoregression (VAR) model. Bayes estimates of this model are obtained using Markov chain Monte Carlo methods. The empirical results suggest the existence of a cointegration relation between U.S. per capita disposable income and consumption, after correction for a multivariate Markov trend. This result is also obtained when per capita investment is added to the VAR.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,23,2003
A hierarchical Bayesian model for predicting the rate of nonacceptable in-patient hospital utilization,A nonacceptable claim (NAC) is an insurance claim for an unnecessary hospital stay. This study establishes a statistical model that predicts the NAC rate. The model supplements current insurer programs that rely on detailed audits of patient medical records. Hospital discharge claim records are used as inputs in the statistical model to predict retrospectively the probability that a hospital admission is nonacceptable. A full Bayesian hierarchical logistic regression model is used with regression coefficients that are random across the primary diagnosis codes. The model provides better fits and predictions than standard methods that pool across primary diagnosis codes.,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,15,1999
Model Averaging for Prediction With Fragmentary Data,"One main challenge for statistical prediction with data from multiple sources is that not all the associated covariate data are available for many sampled subjects. Consequently, we need new statistical methodology to handle this type of fragmentary data that has become more and more popular in recent years. In this article, we propose a novel method based on the frequentist model averaging that fits some candidate models using all available covariate data. The weights in model averaging are selected by delete-one cross-validation based on the data from complete cases. The optimality of the selected weights is rigorously proved under some conditions. The finite sample performance of the proposed method is confirmed by simulation studies. An example for personal income prediction based on real data from a leading e-community of wealth management in China is also presented for illustration.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,18,2019
Enhancing Estimation for Interest Rate Diffusion Models With Bond Prices,"We consider improving estimating parameters of diffusion processes for interest rates by incorporating information in bond prices. This is designed to improve the estimation of the drift parameters, which are known to be subject to large estimation errors. It is shown that having the bond prices together with the short rates leads to more efficient estimation of all parameters for the interest rate models. It enhances the estimation efficiency of the maximum likelihood estimation based on the interest rate dynamics alone. The combined estimation based on the bond prices and the interest rate dynamics can also provide inference to the risk premium parameter. Simulation experiments were conducted to confirm the theoretical properties of the estimators concerned. We analyze the overnight Fed fund rates together with the U.S. Treasury bond prices. Supplementary materials for this article are available online.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,2,2018
TRANSLATING PRIOR INFORMATION ACROSS SPECIFICATIONS TO IMPROVE PREDICTIVE ACCURACY,"Unrestricted nonlinear models typically outperform their simple linear counterparts in the hedonic pricing and mass assessment fields. Economic theory, however, suggests prior information that most naturally applies to the simple linear model. This article examines the consequences of translating this prior information across specifications. The results show that the addition of the prior information improved the ex-sample prediction accuracy over all sample sizes examined. The prior information effectively augments the sample size, thus extending the domain of these models.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,12,1993
The Pricing of Tail Risk and the Equity Premium: Evidence From International Option Markets,"We explore the pricing of tail risk as manifest in index options across international equity markets. The risk premium associated with negative tail events displays persistent shifts, unrelated to volatility. This tail risk premium is a potent predictor of future returns for all the indices, while the option-implied volatility only forecasts the future return variation. Hence, compensation for negative jump risk is the primary driver of the equity premium, whereas the reward for pure diffusive variance risk is unrelated to future equity returns. We also document pronounced commonalities, suggesting a high degree of integration among the major global equity markets. KEY WORDS: Equity risk premium; International option markets; Predictability; Tail risk; Variance risk premium.",JOURNAL OF BUSINESS & ECONOMIC STATISTICS,5,2019
